"","id","lat","lon","placename","type"
"931","Q1261",39,-105.5,"Colorado","default"
"932","Q596106",29.9855,-93.7904,"Sabine River","river"
"933","Q686021",40.4433333333333,-80.0144444444445,"Allegheny River","river"
"934","Q49149",41.276756,-70.090889,"Nantucket","default"
"935","Q838143",32.7205,-114.5575,"Gila River","river"
"936","Q2210898",43.4611,-70.3769,"Saco River","river"
"937","Q16952948",42.36185,-71.0567,"Boston Stone","default"
"938","Q45829",32.706947370528,20.9529202521255,"Ptolemais","default"
"939","Q65089632",35.364,-105.451,"San Miguel del Vado","default"
"940","Q69194",46.2,8.05,"Simplon","default"
"941","Q13522657",42.5,2.75,"Roussillon","default"
"942","Q1141295",38.2935,23.1549,"Thespiae","default"
"943","Q6593",47.655,-2.7616666666667,"Vannes","default"
"944","Q325946",48.450833333333,-4.2494444444444,"Landerneau","default"
"945","Q259203",48.899166666667,2.5230555555556,"Le Raincy","default"
"946","Q12631",48.965555555556,5.3777777777778,"Meuse","default"
"947","Q235382",47.872777777778,-3.5497222222222,"Quimperlé","default"
"948","Q154728",48.675,5.891666667,"Toul","default"
"949","Q27306",53,14,"Kingdom of Prussia","default"
"950","Q187843",48,7,"Vosges Mountains","default"
"951","Q183150",42.26666667,42,"Colchis","default"
"952","Q1461",14.5958333333333,120.977222222222,"Manila","default"
"953","Q17812",36.578888888889,-6.2415361111111,"Guadalete","river"
"954","Q6555",43.184722222222,3.0036111111111,"Narbonne","default"
"955","Q162615",37.6,-0.98194444444444,"Cartagena","default"
"956","Q330564",48.87,2.32444444444444,"La Madeleine","default"
"957","Q22690",49.119722222222,6.1769444444444,"Metz","default"
"958","Q3561",36.776388888889,3.0586111111111,"Algiers","default"
"959","Q135028",18.9508,32.2558,"Nubia","default"
"960","Q47476",37.17634,-3.58821,"Alhambra","default"
"961","Q217925",48.85613,2.29803,"Champ de Mars","default"
"962","Q192438",44.807777777778,-0.54888888888889,"Bègles","default"
"963","Q688660",8.4083333333333,-77.915,"Darién Province","default"
"964","Q168986",47.812222222222,-4.3377777777778,"Penmarch","default"
"965","Q14305",37.1685,-7.3959,"Guadiana","river"
"966","Q126982",32.818906,35.590033,"Sea of Galilee","default"
"967","Q782278",38.391666666667,21.8275,"Nafpaktos","default"
"968","Q68124",47.099627777778,6.8295583333333,"La Chaux-de-Fonds","default"
"969","Q589347",40.80555556,14.20333333,"Posillipo","default"
"970","Q845855",45.936388888889,6.6319444444444,"Sallanches","default"
"971","Q243456",40.848611,14.053611,"Cumae","default"
"972","Q34374",35.309722222222,24.893333333333,"Crete","default"
"973","Q1160195",37.616666666667,22.383333333333,"Mantineia","default"
"974","Q613574",39.755,-3.8544444444444,"Almonacid de Toledo","default"
"975","Q917870",55.916666666667,-5.5208333333333,"Knapdale","default"
"976","Q23047",44.4475,1.4405555555556,"Cahors","default"
"977","Q861715",43.656388888889,0.72222222222222,"Marsan","default"
"978","Q14556",42.4538,-7.7306,"Sil","river"
"979","Q1205",51,11,"Thuringia","default"
"980","Q11925",46.75,9.5,"Grisons","default"
"981","Q209064",44.166666666667,5.2833333333333,"Mont Ventoux","mountain"
"982","Q1903",37.502669444444,15.087269444444,"Catania","default"
"983","Q173699",38.5243055555556,-8.89261111111111,"Setúbal","default"
"984","Q15696",41.503333333333,-5.7555555555556,"Zamora","default"
"985","Q72414",40.819722222222,14.341111111111,"Portici","default"
"986","Q193819",48.847777777778,2.4391666666667,"Vincennes","default"
"987","Q1026315",55.006388888889,-3.0625,"Gretna Green","default"
"988","Q48365",-54,-71,"Strait of Magellan","default"
"989","Q28471",40.589167,-4.147778,"Royal Monastery of San Lorenzo de El Escorial","default"
"990","Q476288",48.520277777778,0.54722222222222,"Mortagne-au-Perche","default"
"991","Q216068",15.348333,44.206389,"Sheba","default"
"992","Q2879070",4.944444,-52.316667,"Cayenne's Prison","default"
"993","Q4043",48.351666666667,-1.2,"Fougères","default"
"994","Q5680",36.366667,43.15,"Nineveh","default"
"995","Q3876767",31.922777777778,35.241388888889,"Bethel","default"
"996","Q819568",48.870833333333,3.5405555555556,"Montmirail","default"
"997","Q160506",48.935555555556,2.3538888888889,"Saint-Denis","default"
"998","Q851323",45.006,8.769,"Tanaro","river"
"999","Q2720548",48.87472222,2.30222222,"Quartier du Faubourg-du-Roule","default"
"1000","Q183557",49.925,1.075,"Dieppe","default"
"1001","Q16928476",48.8728283104442,2.21331337876344,"Fort Mont-Valérien","default"
"1002","Q220583",39.716564,16.493696,"Sybaris","default"
"1003","Q1684",52.5361,13.2089,"Spree","river"
"1004","Q831469",37,-3,"Baetic System","mountain"
"1005","Q1136637",37.64897,24.0301,"Sounion","default"
"1006","Q209270",47.330555555556,9.4086111111111,"Appenzell","default"
"1007","Q2606004",38.254444444444,23.182222222222,"Leuctra","default"
"1008","Q2292319",37.61667,14.9,"Aetna","default"
"1009","Q495468",48.391666666667,-3.8536111111111,"La Feuillée","default"
"1010","Q18102",48.841388888889,2.4177777777778,"Saint-Mandé","default"
"1011","Q10282",42.816666666667,-1.65,"Pamplona","default"
"1012","Q1164176",49.741944444444,0.35833333333333,"Saint-Léonard","default"
"1013","Q132378",38.816666666667,22.283333333333,"Mount Oeta","mountain"
"1014","Q250106",48.452222222222,2.75,"Samois-sur-Seine","default"
"1015","Q48958",48.887222222222,2.2675,"Neuilly-sur-Seine","default"
"1016","Q474771",48.274444444444,-3.6194444444444,"Kergloff","default"
"1017","Q212",49,32,"Ukraine","country"
"1018","Q8356",41.651980555556,-4.7285611111111,"Valladolid","default"
"1019","Q1449",44.407186111111,8.9339833333333,"Genoa","default"
"1020","Q57954906",45.4844057,12.4169004,"rio della Giudecca","default"
"1021","Q189059",39.1047,26.5536,"Mytilene","default"
"1022","Q475816",43.171111111111,6.5291666666667,"Cavalaire-sur-Mer","default"
"1023","Q211647",43.807222222222,4.6433333333333,"Beaucaire","default"
"1024","Q201352",49.050833333333,2.1008333333333,"Pontoise","default"
"1025","Q773318",48.836111111111,2.3833333333333,"Quartier de Bercy","default"
"1026","Q10288",37.971527,23.726601,"Parthenon","default"
"1027","Q259107",48.783333333333,2.2636111111111,"Le Plessis-Robinson","default"
"1028","Q2683",44.801472222222,10.328,"Parma","default"
"1029","Q211604",48.843638888889,2.3238111111111,"Montparnasse","default"
"1030","Q3001",5.8666666666667,-55.166666666667,"Paramaribo","default"
"1031","Q3297078",31.2,35.5,"Sodom","default"
"1032","Q132671",43.300833333333,-0.37,"Pau","default"
"1033","Q271659",48.986666666667,2.4486111111111,"Gonesse","default"
"1034","Q5765",39.5,3,"Balearic Islands","default"
"1035","Q213137",1,103,"East Indies","default"
"1036","Q758056",38,23.7,"Attica Region","default"
"1037","Q275366",48.896666666667,2.1061111111111,"Le Pecq","default"
"1038","Q201272",37.05,25.183333333333,"Paros","default"
"1039","Q4191",47.0523,8.3059,"Lucerne","default"
"1040","Q766",18.18,-77.4,"Jamaica","country"
"1041","Q4629",21.205,72.84,"Surat","default"
"1042","Q2747220",34.8047222222222,-79.6752777777778,"The Carolinas","default"
"1043","Q12789",43.400833333333,6.21,"Var","default"
"1044","Q14379",46.0980555555556,8.71472222222222,"Lake Maggiore","default"
"1045","Q2260811",37.8,12.43333,"Lilibaeum","default"
"1046","Q2656",38.1156580555556,13.3612619444444,"Palermo","default"
"1047","Q13496",40.638333333333,17.945833333333,"Brindisi","default"
"1048","Q649217",39.801,18.356944444444,"Santa Maria di Leuca","default"
"1049","Q6343",36.852558,10.323461,"Carthage","default"
"1050","Q24826",53.4075,-2.99194444444444,"Liverpool","default"
"1051","Q214874",31.17,72.15,"Jhelum River","river"
"1052","Q4656",44.8702777777778,13.8455555555556,"Pula","default"
"1053","Q1061804",45.054,7.686,"Parco del Valentino","default"
"1054","Q1229234",59.944722222222,30.335555555556,"Summer Garden","default"
"1055","Q41876",49.265277777778,4.0286111111111,"Reims","default"
"1056","Q12689",50.95,1.85,"Pas-de-Calais","default"
"1057","Q580",51.75,19.466666666667,"Łódź","default"
"1058","Q1139404",58.415555555556,31.338333333333,"Msta","river"
"1059","Q991032",34.2027777777778,129.287527777778,"Tsushima","default"
"1060","Q161750",39.0019444444444,71.99975,"Pamir Mountains","mountain"
"1061","Q1851",64.55,40.533333333333,"Arkhangelsk","default"
"1062","Q4473315",59.93874,30.35718,"Nekrasova Street in St. Petersburg","default"
"1063","Q1494",33,-90,"Mississippi","default"
"1064","Q207680",42.6969444444444,44.5188888888889,"Mount Kazbek","mountain"
"1065","Q189901",37.6333333333333,22.7291666666667,"Argos","default"
"1066","Q162083",51.2375,33.2083333333333,"Konotop","default"
"1067","Q9239",44.785499,7.373841,"Cavour","default"
"1068","Q1132624",59.93902778,30.31577778,"Palace Square","default"
"1069","Q159261",55.59911,37.35495,"Moskovsky","default"
"1070","Q488987",40.016666666667,52.966666666667,"Türkmenbaşy","default"
"1071","Q4317399",53.6708,38.6515,"Nepryadva","river"
"1072","Q1165879",42.744722222222,44.6225,"Darial Gorge","default"
"1073","Q160135",51.2227777777778,22.5986111111111,"Lublin-Majdanek concentration camp","default"
"1074","Q2011735",45.35,36.6947222222222,"Chushka Spit","default"
"1075","Q5484",42,50.5,"Caspian Sea","default"
"1076","Q156237",52.5067,21.0844,"Western Bug","river"
"1077","Q156747",49.5894444444444,34.5513888888889,"Poltava","default"
"1078","Q48256",48.4675,35.04,"Dnipro","default"
"1079","Q1108445",50.45,30.525,"Kievan Rus'","default"
"1080","Q194084",60.1,29.966666666667,"Sestroretsk","default"
"1081","Q124653",51.4667,61.0085,"Tobol","river"
"1082","Q891",56.326944444444,44.0075,"Nizhny Novgorod","default"
"1083","Q36036",49.8425,24.0322222222222,"Lviv","default"
"1084","Q193785",32.68625,35.3929166666667,"Mount Tabor","mountain"
"1085","Q41116",55.754166666667,37.62,"Red Square","default"
"1086","Q153698",56.333888888889,36.7125,"Klin","default"
"1087","Q900",55.790833333333,49.114444444444,"Kazan","default"
"1088","Q105261",38.533,22.6167,"Mount Parnassus","mountain"
"1089","Q196479",57.983333333333,31.35,"Staraya Russa","default"
"1090","Q78898",63.935,37.988055555556,"Onega","river"
"1091","Q515809",37.1,22.3,"Taygetus","mountain"
"1092","Q191",59,26,"Estonia","country"
"1093","Q1773",56.9475,24.106944444444,"Riga","default"
"1094","Q198834",57.316666666667,43.1,"Yuryevets","default"
"1095","Q165608",67.299444444444,37.550833333333,"Kola Peninsula","default"
"1096","Q152348",38.4830555556,22.5055555556,"Castalian Spring","default"
"1097","Q34497",-15.95,-5.7166666666667,"Saint Helena","default"
"1098","Q52842",51.757,18.083,"Kalisz","default"
"1099","Q103703",43.3,45.866666666667,"Argun","default"
"1100","Q34575",38.5,25.3,"Aegean Sea","sea"
"1101","Q72672",40.627777777778,14.373611111111,"Sorrento","default"
"1102","Q11585",45.1775,28.8036111111111,"Tulcea","default"
"1103","Q14383",44.831666666667,20.449722222222,"Sava","river"
"1104","Q53133",45.8,13.533333333333,"Monfalcone","default"
"1105","Q53245",46.0905,13.435,"Cividale del Friuli","default"
"1106","Q1579722",-41.32186,148.24991,"St Helens","default"
"1107","Q1699950",45.77237,13.63824,"Sistiana","default"
"1108","Q610514",46.526944444444,14.301944444444,"Ferlach","default"
"1109","Q2354591",46.0747,14.4728,"Šiška","default"
"1110","Q554011",45.755833,13.856667,"Tomaj","default"
"1111","Q12958961",45.642961111111,14.859383333333,"Kočevje","default"
"1112","Q948280",46.702206,16.1482,"Gorica","default"
"1113","Q1754407",46.41849,13.57818,"Predil Pass","default"
"1114","Q2418986",45.928333,13.743056,"Šempas","default"
"1115","Q1587685",52.313888888889,8.8202777777778,"Hartum","default"
